primary_purpose,outbound,tour_hour,trip_num,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HR31,HR32,HR33,HR34,HR35,HR36,HR37,HR38,HR39,HR40,HR41,HR42,HR43,HR44,HR45,HR46,HR47,HR48
school,FALSE,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,34,1,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0.5454545454545454,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,35,1,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
school,FALSE,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
school,FALSE,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
school,FALSE,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
school,FALSE,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
school,FALSE,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
school,FALSE,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
school,FALSE,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
school,FALSE,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
school,FALSE,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
school,FALSE,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
school,FALSE,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
school,FALSE,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
school,FALSE,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
school,FALSE,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
school,FALSE,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
school,FALSE,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
school,FALSE,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
school,FALSE,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
school,FALSE,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
school,FALSE,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
school,FALSE,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
school,FALSE,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
school,FALSE,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
school,FALSE,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
school,FALSE,43,1,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
school,FALSE,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
school,FALSE,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
school,FALSE,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
school,FALSE,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
school,FALSE,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
school,FALSE,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
school,FALSE,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
school,FALSE,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
school,FALSE,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
school,FALSE,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
school,FALSE,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
school,FALSE,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
school,FALSE,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,47,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
school,FALSE,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
school,FALSE,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
othmaint,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,1,2,0,0,0,0,0,0.08333333333333333,0.08333333333333333,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0.08333333333333333,0,0,0,0,0,0,0.08333333333333333,0.08333333333333333,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,1,3,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,1,4,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,2,2,0,0.07692307692307693,0,0.15384615384615385,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0.15384615384615385,0.15384615384615385,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,2,3,0,0,0,0,0.15384615384615385,0,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,2,4,0,0,0,0,0,0,0,0,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.1206896551724138,0.05172413793103448,0.08620689655172414,0,0.034482758620689655,0,0.034482758620689655,0,0,0,0,0,0.017241379310344827,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,3,2,0,0,0,0,0,0.14705882352941177,0.23529411764705882,0,0,0.08823529411764706,0,0,0.2647058823529412,0,0,0,0,0,0,0,0.029411764705882353,0,0.14705882352941177,0.029411764705882353,0,0.029411764705882353,0,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,3,3,0,0,0,0,0,0,0,0.38095238095238093,0,0.07142857142857142,0,0.047619047619047616,0.023809523809523808,0.09523809523809523,0.11904761904761904,0,0,0,0,0,0,0.023809523809523808,0.07142857142857142,0,0.07142857142857142,0.023809523809523808,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,3,4,0,0,0,0,0,0,0,0,0.020618556701030927,0.04381443298969072,0.03608247422680412,0.041237113402061855,0.0979381443298969,0.041237113402061855,0.06443298969072164,0.06958762886597938,0.028350515463917526,0.07731958762886598,0.03350515463917526,0.06443298969072164,0.03865979381443299,0.07474226804123711,0.07731958762886598,0.04381443298969072,0.04639175257731959,0.04639175257731959,0.03865979381443299,0,0.01288659793814433,0.002577319587628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,4,2,0,0,0,0,0,0.07894736842105263,0.05263157894736842,0,0.05263157894736842,0.07894736842105263,0,0.02631578947368421,0.07894736842105263,0,0,0,0.02631578947368421,0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.05263157894736842,0,0.02631578947368421,0.10526315789473684,0,0.02631578947368421,0.02631578947368421,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,4,3,0,0,0,0,0,0,0,0,0,0.03125,0,0.09375,0.09375,0.0625,0.15625,0,0,0.03125,0.0625,0,0.0625,0.03125,0.0625,0,0.0625,0,0.09375,0.03125,0.09375,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,4,4,0,0,0,0,0,0,0,0,0,0.024096385542168676,0.03614457831325301,0.03614457831325301,0.07228915662650602,0.024096385542168676,0.07228915662650602,0.0963855421686747,0.04819277108433735,0.07228915662650602,0.07228915662650602,0.060240963855421686,0.08433734939759036,0.04819277108433735,0.03614457831325301,0.012048192771084338,0.03614457831325301,0.03614457831325301,0.04819277108433735,0.012048192771084338,0.03614457831325301,0.012048192771084338,0.012048192771084338,0,0.012048192771084338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,5,2,0,0,0,0,0,0.04,0.03,0.02,0.03,0,0.02,0.05,0.04,0.07,0.01,0.04,0.05,0.05,0.11,0.03,0,0.05,0.05,0.13,0.03,0.04,0.07,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,5,3,0,0,0,0,0,0,0.030612244897959183,0.01020408163265306,0.02040816326530612,0,0.01020408163265306,0.02040816326530612,0,0.05102040816326531,0.02040816326530612,0.04081632653061224,0.16326530612244897,0.02040816326530612,0.04081632653061224,0.07142857142857142,0.05102040816326531,0,0.09183673469387756,0.12244897959183673,0.05102040816326531,0.10204081632653061,0.01020408163265306,0.030612244897959183,0.02040816326530612,0.02040816326530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,5,4,0,0,0,0,0,0,0,0,0.010362694300518135,0.025906735751295335,0.015544041450777202,0.02072538860103627,0.015544041450777202,0.04145077720207254,0.015544041450777202,0.031088082901554404,0.04145077720207254,0.06217616580310881,0.06217616580310881,0.046632124352331605,0.046632124352331605,0.04145077720207254,0.06217616580310881,0.07253886010362694,0.13471502590673576,0.05699481865284974,0.046632124352331605,0.04145077720207254,0.03626943005181347,0.03626943005181347,0.010362694300518135,0.010362694300518135,0.015544041450777202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,6,2,0,0,0,0,0,0,0.0064516129032258064,0,0.03870967741935484,0.025806451612903226,0.01935483870967742,0,0,0.012903225806451613,0.04516129032258064,0.05161290322580645,0.05161290322580645,0.08387096774193549,0.012903225806451613,0.1032258064516129,0.03870967741935484,0.06451612903225806,0.03870967741935484,0.0967741935483871,0.08387096774193549,0.07741935483870968,0.03870967741935484,0.03870967741935484,0.05161290322580645,0,0.012903225806451613,0,0,0,0.0064516129032258064,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,6,3,0,0,0,0,0,0,0,0.006172839506172839,0.012345679012345678,0.024691358024691357,0,0.012345679012345678,0.006172839506172839,0.006172839506172839,0.037037037037037035,0.07407407407407407,0.14814814814814814,0.04938271604938271,0.05555555555555555,0.08024691358024691,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.07407407407407407,0.17901234567901234,0.024691358024691357,0.05555555555555555,0.030864197530864196,0.04938271604938271,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,6,4,0,0,0,0,0,0,0,0.0025188916876574307,0.007556675062972292,0.005037783375314861,0.007556675062972292,0.005037783375314861,0.012594458438287154,0.03526448362720403,0.020151133501259445,0.042821158690176324,0.07052896725440806,0.030226700251889168,0.07052896725440806,0.0654911838790932,0.10327455919395466,0.060453400503778336,0.10579345088161209,0.09571788413098237,0.060453400503778336,0.04030226700251889,0.042821158690176324,0.0327455919395466,0.010075566750629723,0.037783375314861464,0.010075566750629723,0.007556675062972292,0.0025188916876574307,0.010075566750629723,0,0.0025188916876574307,0.0025188916876574307,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,7,2,0,0,0,0,0,0.006329113924050633,0,0.022151898734177215,0.0379746835443038,0.0189873417721519,0.0379746835443038,0.05379746835443038,0.060126582278481014,0.022151898734177215,0.04746835443037975,0.028481012658227847,0.04746835443037975,0.00949367088607595,0.07278481012658228,0.015822784810126583,0.04430379746835443,0.02531645569620253,0.04113924050632911,0.028481012658227847,0.08860759493670886,0.14240506329113925,0.05379746835443038,0.056962025316455694,0.006329113924050633,0.00949367088607595,0.012658227848101266,0.00949367088607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,7,3,0,0,0,0,0,0,0.0035587188612099642,0,0.014234875444839857,0.010676156583629894,0.028469750889679714,0,0.0498220640569395,0.03558718861209965,0.03914590747330961,0.05338078291814947,0.0498220640569395,0.0711743772241993,0.099644128113879,0.046263345195729534,0.028469750889679714,0.06405693950177936,0.06761565836298933,0.05338078291814947,0.046263345195729534,0.06405693950177936,0.03202846975088968,0.0711743772241993,0.03558718861209965,0.014234875444839857,0.0035587188612099642,0,0.010676156583629894,0.0071174377224199285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,7,4,0,0,0,0,0,0,0,0,0,0.0016181229773462784,0.0048543689320388345,0.01779935275080906,0.006472491909385114,0.045307443365695796,0.032362459546925564,0.045307443365695796,0.042071197411003236,0.05825242718446602,0.06796116504854369,0.06796116504854369,0.08737864077669903,0.08090614886731391,0.06634304207119741,0.06310679611650485,0.07119741100323625,0.06796116504854369,0.05663430420711974,0.03398058252427184,0.02912621359223301,0.011326860841423949,0.008090614886731391,0.009708737864077669,0.008090614886731391,0.003236245954692557,0.008090614886731391,0.0048543689320388345,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,8,2,0,0,0,0,0,0.004140786749482402,0,0.002070393374741201,0.012422360248447204,0.033126293995859216,0.004140786749482402,0.018633540372670808,0.026915113871635612,0.043478260869565216,0.026915113871635612,0.041407867494824016,0.041407867494824016,0.041407867494824016,0.043478260869565216,0.035196687370600416,0.035196687370600416,0.053830227743271224,0.045548654244306416,0.053830227743271224,0.08074534161490683,0.09523809523809523,0.10766045548654245,0.049689440993788817,0.039337474120082816,0.026915113871635612,0.024844720496894408,0.010351966873706004,0,0,0.002070393374741201,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,8,3,0,0,0,0,0,0,0,0,0,0.025906735751295335,0.012953367875647668,0.0025906735751295338,0.031088082901554404,0.05699481865284974,0.03626943005181347,0.031088082901554404,0.046632124352331605,0.06217616580310881,0.05181347150259067,0.054404145077720206,0.08808290155440414,0.02849740932642487,0.05958549222797927,0.06476683937823834,0.07512953367875648,0.04922279792746114,0.08549222797927461,0.03626943005181347,0.025906735751295335,0.04404145077720207,0.007772020725388601,0.0051813471502590676,0,0.0051813471502590676,0,0.0051813471502590676,0,0.007772020725388601,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,8,4,0,0,0,0,0,0,0,0,0,0.001145475372279496,0.004581901489117984,0.008018327605956471,0.009163802978235968,0.01718213058419244,0.032073310423825885,0.042382588774341354,0.052691867124856816,0.05154639175257732,0.06758304696449026,0.10194730813287514,0.06529209621993128,0.07674684994272624,0.054982817869415807,0.045819014891179836,0.05956471935853379,0.07101947308132875,0.06300114547537228,0.049255441008018326,0.022909507445589918,0.026345933562428408,0.0286368843069874,0.020618556701030927,0.009163802978235968,0.0057273768613974796,0.011454753722794959,0,0.001145475372279496,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
othmaint,TRUE,9,2,0,0,0,0,0,0,0.0018148820326678765,0,0.014519056261343012,0.025408348457350273,0.014519056261343012,0.034482758620689655,0.04900181488203267,0.029038112522686024,0.029038112522686024,0.039927404718693285,0.032667876588021776,0.018148820326678767,0.05989110707803993,0.021778584392014518,0.02722323049001815,0.038112522686025406,0.038112522686025406,0.04900181488203267,0.08892921960072596,0.08711433756805807,0.10707803992740472,0.07441016333938294,0.06896551724137931,0.032667876588021776,0.007259528130671506,0.007259528130671506,0,0,0.0018148820326678765,0,0,0,0,0,0,0,0,0.0018148820326678765,0,0,0,0
